-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 10/14/2022 through 11/14/2023 in LST,,,,,,,
Location: Latitude  12.9764   Longitude 77.5722 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,PRECTOTCORR,T2M,WS10M,RH2M
2023,5,16,6,0,22.6,4.5,86.33
2023,5,16,7,0,25.31,4.75,72.92
2023,5,16,8,0.16,28.57,4.96,56.42
2023,5,16,9,0.02,31.4,4.56,45.33
2023,5,16,10,0.01,33.49,3.87,38.44
2023,5,16,11,0.01,34.94,3.2,34.22
2023,5,16,12,0.01,35.8,2.6,31.71
2023,5,16,13,0.03,36.15,2.14,30.33
2023,5,16,14,0.17,36.06,1.94,29.39
2023,5,16,15,0.18,35.48,1.92,29.11
2023,5,16,16,0.52,34.38,1.92,30.54
2023,5,16,17,1.41,32.51,1.51,40.29
2023,5,16,18,0.95,30.32,1.46,57.86
2023,5,16,19,1,29.56,1.58,59.26
2023,5,16,20,0.4,28.72,1.75,61.25
2023,5,16,21,0.3,27.76,1.93,62.81
2023,5,16,22,0.43,26.99,1.98,64.81
2023,5,16,23,0.52,26.39,1.88,66.84
2023,5,17,0,1.92,26.05,1.54,67.29
2023,5,17,1,4.5,25.92,0.99,65.22
2023,5,17,2,3.85,25.55,0.51,66.03
2023,5,17,3,3.41,25.12,0.3,64.68
2023,5,17,4,3.19,24.39,0.49,68.23
2023,5,17,5,1.94,23.79,0.85,71.92
2023,5,17,6,0.54,24.49,1.4,69.06
2023,5,17,7,0.42,26.42,1.66,57.97
2023,5,17,8,0,28.67,1.73,46.6
2023,5,17,9,0,30.62,1.92,37.58
2023,5,17,10,0,32.23,2.1,31.72
2023,5,17,11,0,33.57,1.97,28.36
2023,5,17,12,0.01,34.64,1.69,26.17
2023,5,17,13,0.01,35.19,1.42,25.08
2023,5,17,14,0.01,35.17,1.43,24.91
2023,5,17,15,0.01,34.62,1.62,25.46
2023,5,17,16,0.01,33.79,1.71,27.83
2023,5,17,17,0.01,32.08,1.53,38.8
2023,5,17,18,0.01,29.55,1.71,54.52
2023,5,17,19,0.01,29.03,1.69,54.85
2023,5,17,20,0.01,29.08,1.31,52.49
2023,5,17,21,0.01,29.27,0.66,47.66
2023,5,17,22,0.03,28.77,0.33,47.33
2023,5,17,23,0.06,27.5,0.76,57.23
2023,5,18,0,0.13,26.12,1.03,67.94
2023,5,18,1,0.2,24.94,1.2,74.25
2023,5,18,2,0.2,23.79,1.35,77.57
2023,5,18,3,0.2,22.89,1.49,81.9
2023,5,18,4,0.22,22.22,1.66,85.34
2023,5,18,5,0.22,21.82,1.83,87.34
2023,5,18,6,0.1,23.84,2.8,76.45
2023,5,18,7,0.13,27.17,2.84,56.57
2023,5,18,8,0,30.68,2.48,39.06
2023,5,18,9,0,33.12,2.33,31.55
2023,5,18,10,0,34.75,2.46,27.87
2023,5,18,11,0,35.89,2.67,25.73
2023,5,18,12,0,36.57,2.9,24.41
2023,5,18,13,0,36.59,3.05,24.05
2023,5,18,14,0,36.35,3.01,24.14
2023,5,18,15,0,35.78,2.99,24.82
2023,5,18,16,0,34.26,2.72,28.33
2023,5,18,17,0,31.93,2.07,42.59
2023,5,18,18,0,29.63,2.36,53.61
2023,5,18,19,0,28.69,2.79,54.48
2023,5,18,20,0,27.9,3.47,56.73
2023,5,18,21,0,27.04,4.32,61.66
2023,5,18,22,0,25.9,4.49,69.16
2023,5,18,23,0,25.02,4.37,75.3
2023,5,19,0,0,24.4,4.09,79.82
2023,5,19,1,0,24.13,3.99,82.41
2023,5,19,2,0,23.9,3.51,84.54
2023,5,19,3,0,23.66,2.81,86.56
2023,5,19,4,0,23.54,2.4,87.67
2023,5,19,5,0,23.46,1.99,88.45
2023,5,19,6,0,24.51,2.47,81.85
2023,5,19,7,0,26.29,1.98,70.52
2023,5,19,8,0,27.84,1.43,61.87
2023,5,19,9,0,29.21,0.96,55
2023,5,19,10,0.01,30.32,1.02,49.97
2023,5,19,11,0.01,31.54,1.27,45.89
2023,5,19,12,0.01,32.17,1.53,43.51
2023,5,19,13,0.01,32.16,2.12,42.93
2023,5,19,14,0.01,31.63,2.76,43.81
2023,5,19,15,0.01,31.08,2.91,44.74
2023,5,19,16,0.01,30.27,2.46,47.16
2023,5,19,17,0.01,29.22,1.52,53.53
2023,5,19,18,0.01,28.14,0.74,66.2
2023,5,19,19,0.01,28.2,0.07,60.78
2023,5,19,20,0.01,27.38,1.02,61
2023,5,19,21,0.01,25.95,1.75,67.72
2023,5,19,22,0.01,24.71,2.24,73.13
2023,5,19,23,0.02,23.89,2.5,76.15
2023,5,20,0,0.02,23.25,2.56,79.7
2023,5,20,1,0.01,22.76,2.76,84.13
2023,5,20,2,0.01,22.54,3.41,87.87
2023,5,20,3,0.01,22.33,3.8,91.46
2023,5,20,4,0.01,22.35,3.68,92.47
2023,5,20,5,0.02,22.38,3.49,92.53
2023,5,20,6,0.02,23.51,3.88,85.89
2023,5,20,7,0.02,25.9,4.15,71.67
2023,5,20,8,8.37,28.71,4.02,57.03
2023,5,20,9,4.11,30.73,3.53,48.15
2023,5,20,10,3.09,32.11,3.11,43.32
2023,5,20,11,3.78,32.95,3.05,40.77
2023,5,20,12,3.57,33.41,3.27,39.07
2023,5,20,13,4.48,33.05,3.43,39.24
2023,5,20,14,3.74,33.04,3.36,38.82
2023,5,20,15,2.91,32.6,2.98,39.31
2023,5,20,16,1.52,31.85,2.49,41.14
2023,5,20,17,1,30.4,1.63,50.62
2023,5,20,18,0.22,28.26,1.46,68.21
2023,5,20,19,0.15,27.42,1.71,69.7
2023,5,20,20,0.26,26.6,1.97,71.73
2023,5,20,21,1.27,26.05,2.09,73.65
2023,5,20,22,2.55,25.6,2.08,75.64
2023,5,20,23,3.2,25.23,1.95,77.82
2023,5,21,0,5.26,24.89,1.73,80.37
2023,5,21,1,8.39,24.55,1.45,83.19
2023,5,21,2,10.35,24.03,1.3,86.48
2023,5,21,3,11.75,23.69,1.2,87.44
2023,5,21,4,13.08,23.23,1.35,88.08
2023,5,21,5,12.19,22.94,1.67,89.08
2023,5,21,6,13.37,23.16,2.3,87.26
2023,5,21,7,14.55,24.31,2.53,80.97
2023,5,21,8,8.02,26.71,2.14,65.98
2023,5,21,9,7.37,29.29,0.98,52.93
2023,5,21,10,6.6,31.78,0.93,44.25
2023,5,21,11,7.62,33.23,1.94,39.38
2023,5,21,12,8.45,33.74,2.44,37.13
2023,5,21,13,9.74,33.86,2.55,36.36
2023,5,21,14,9.08,33.53,2.32,37.02
2023,5,21,15,7.63,32.6,1.84,39.17
2023,5,21,16,6.77,31.55,1.63,43.64
2023,5,21,17,6.24,30,1.81,52.03
2023,5,21,18,7.83,27.95,1.67,73.29
2023,5,21,19,12.19,27.04,1.84,75.92
2023,5,21,20,15.61,26.42,1.84,78.71
2023,5,21,21,16.74,25.9,1.79,81.16
2023,5,21,22,12.8,25.46,1.72,83.33
2023,5,21,23,8.9,25.05,1.6,85.34
2023,5,22,0,6.46,24.66,1.47,87.14
2023,5,22,1,3.7,24.23,1.4,88.59
2023,5,22,2,2.3,23.61,1.61,89.66
2023,5,22,3,1.5,23.01,1.97,90.41
2023,5,22,4,1.04,22.38,2.15,91.88
2023,5,22,5,1.02,22.11,2.12,92.7
2023,5,22,6,0.54,23.74,3.04,84.1
2023,5,22,7,2.03,26.56,2.77,67.65
2023,5,22,8,4.38,29.29,2.64,54.09
2023,5,22,9,3.98,31.21,2.3,46.45
2023,5,22,10,3.91,32.68,2,40.87
2023,5,22,11,4.65,33.74,1.81,37.01
2023,5,22,12,5.17,34.42,1.78,34.43
2023,5,22,13,6.77,34.65,1.68,33.02
2023,5,22,14,5.33,34.36,1.7,32.97
2023,5,22,15,2.93,33.73,1.86,33.92
2023,5,22,16,1.29,32.39,2.16,37.74
2023,5,22,17,0.45,30.49,2.19,48.3
2023,5,22,18,0.38,27.98,2.41,64.21
2023,5,22,19,0.72,26.88,3.06,66.01
2023,5,22,20,0.91,25.91,3.65,69.65
2023,5,22,21,1.5,25.22,4.3,73.55
2023,5,22,22,3.56,24.62,4.42,77.69
2023,5,22,23,5.1,24.1,4.16,81.18
2023,5,23,0,7.72,23.58,3.69,84.55
2023,5,23,1,6.09,23.1,3.22,87.81
2023,5,23,2,3.96,22.73,2.63,90.56
2023,5,23,3,1.59,22.45,2.07,92.71
2023,5,23,4,1.62,22.26,1.77,93.83
2023,5,23,5,1.14,22.27,1.77,93.84
2023,5,23,6,1.37,23.25,2.84,87.78
2023,5,23,7,1.59,24.98,3.28,77.02
2023,5,23,8,8.48,27.26,3.45,61.73
2023,5,23,9,8.61,29.23,3.05,51.33
2023,5,23,10,6.56,30.69,2.51,44.97
2023,5,23,11,4.98,31.9,2.03,40.08
2023,5,23,12,4.5,32.82,1.63,36.12
2023,5,23,13,3.74,33.35,1.2,33.33
2023,5,23,14,1.84,33.37,0.85,32.16
2023,5,23,15,2.85,32.89,0.67,32.77
2023,5,23,16,1.1,32.13,0.79,35.71
2023,5,23,17,1.57,30.57,1.15,46.95
2023,5,23,18,1.22,27.78,1.84,67.09
2023,5,23,19,1.5,26.57,2.28,68.87
2023,5,23,20,2.35,25.75,2.43,70.5
2023,5,23,21,6.12,25.1,2.46,72.62
2023,5,23,22,8.72,24.46,2.44,75.53
2023,5,23,23,7.81,23.77,2.4,78.78
2023,5,24,0,6.97,23.22,2.35,81.17
2023,5,24,1,0.32,22.69,2.37,83.36
2023,5,24,2,0.13,22.18,2.47,85.74
2023,5,24,3,0.02,21.63,2.5,89.25
2023,5,24,4,0,21.06,2.38,93.51
2023,5,24,5,0.01,20.98,2.86,95.33
2023,5,24,6,0,22.37,4.04,89.94
2023,5,24,7,0.01,24.58,4.46,78.91
2023,5,24,8,0,26.72,4.09,66.1
2023,5,24,9,0.05,28.78,3.5,55.53
2023,5,24,10,0.26,30.24,2.87,49.82
2023,5,24,11,0.4,31.1,2.26,46.53
2023,5,24,12,0.53,31.84,1.88,44.03
2023,5,24,13,0.67,32.28,1.72,42.22
2023,5,24,14,0.8,32.25,1.83,41.21
2023,5,24,15,0.69,31.77,2.17,41.38
2023,5,24,16,0.41,30.83,2.66,43.33
2023,5,24,17,0.4,29.05,2.36,53.98
2023,5,24,18,0.48,26.59,2.36,68.13
2023,5,24,19,0.65,25.72,2.59,70.32
2023,5,24,20,0.83,25.04,2.73,72.3
2023,5,24,21,0.97,24.39,2.87,74.42
2023,5,24,22,1.64,23.75,3.04,76.88
2023,5,24,23,2.54,23.08,3.3,80.42
2023,5,25,0,3.45,22.46,3.64,85.19
2023,5,25,1,4.11,21.96,3.83,90.72
2023,5,25,2,4.1,21.72,3.79,94.26
2023,5,25,3,3.76,21.7,3.61,95.21
2023,5,25,4,3.27,21.6,3.27,95.84
2023,5,25,5,2.95,21.57,3.1,95.97
2023,5,25,6,2.4,22.51,3.87,91.03
2023,5,25,7,1.81,24.38,4.25,79.68
2023,5,25,8,17.59,26.79,3.75,64.98
2023,5,25,9,6.76,28.85,2.9,54.84
2023,5,25,10,2.16,30.31,2.33,49.15
2023,5,25,11,1.55,31.32,1.96,45.16
2023,5,25,12,1.88,32.05,1.69,41.95
2023,5,25,13,1.91,32.45,1.57,39.7
2023,5,25,14,1.41,32.45,1.6,38.85
2023,5,25,15,0.87,31.96,1.63,39.57
2023,5,25,16,0.25,31.05,1.58,42.16
2023,5,25,17,0.14,29.78,1.36,49.62
2023,5,25,18,0.25,27.98,1.27,69.81
2023,5,25,19,0.24,27,1.74,72.2
2023,5,25,20,0.23,26.14,2.27,71.6
2023,5,25,21,0.33,25.34,3.03,71.91
2023,5,25,22,0.59,24.62,3.94,75.49
2023,5,25,23,1.45,23.87,4.29,81.46
2023,5,26,0,2.14,23.33,4.46,86.6
2023,5,26,1,1.53,22.93,4.4,90.57
2023,5,26,2,3.28,22.61,4.18,93.21
2023,5,26,3,2.44,22.43,3.95,94.42
2023,5,26,4,1.65,22.26,3.81,95.02
2023,5,26,5,1.13,22.15,3.8,95.09
2023,5,26,6,0.34,22.74,4.65,90.83
2023,5,26,7,0.44,24.21,5.27,80.7
2023,5,26,8,0.05,26.73,5.39,63.51
2023,5,26,9,0.04,29.37,4.86,50.12
2023,5,26,10,0.26,31.33,4.03,43.54
2023,5,26,11,0.86,32.63,3.3,39.83
2023,5,26,12,2.16,33.44,2.79,37.11
2023,5,26,13,3.77,33.7,2.59,35.68
2023,5,26,14,4.14,33.58,2.51,35.37
2023,5,26,15,3.13,33.03,2.46,35.95
2023,5,26,16,1.3,31.8,2.23,38.61
2023,5,26,17,0.35,30.36,1.64,46.86
2023,5,26,18,0.14,28.67,1.19,64.72
2023,5,26,19,0.08,28.26,1.07,61.64
2023,5,26,20,0.17,27.42,1.23,62.5
2023,5,26,21,0.04,25.97,1.69,68.54
2023,5,26,22,0.01,24.59,2.21,73.35
2023,5,26,23,0,23.6,2.59,75.15
2023,5,27,0,0.01,22.85,2.99,77.12
2023,5,27,1,0.05,22.2,3.76,80.82
2023,5,27,2,0.17,21.55,4.28,86.14
2023,5,27,3,0.26,21.01,4.36,91.2
2023,5,27,4,0.36,20.62,4.29,94.83
2023,5,27,5,0.46,20.6,4.46,95.5
2023,5,27,6,0.09,21.89,4.99,88.36
2023,5,27,7,0.09,24.6,5.29,73.18
2023,5,27,8,0.01,27.91,5.15,56.42
2023,5,27,9,0.03,30.69,4.3,45.22
2023,5,27,10,0.15,32.47,3.43,39.99
2023,5,27,11,0.35,33.68,2.78,36.83
2023,5,27,12,0.72,34.44,2.37,34.87
2023,5,27,13,1.15,34.6,2.24,34.17
2023,5,27,14,1.51,34.36,2.32,34.42
2023,5,27,15,1.56,33.47,2.47,35.93
2023,5,27,16,1.31,32.4,2.57,38.59
2023,5,27,17,0.74,30.84,2.02,47.54
2023,5,27,18,0.55,28.56,1.81,65.55
2023,5,27,19,0.43,27.82,1.83,68.63
2023,5,27,20,0.18,27.38,1.61,71.25
2023,5,27,21,0.04,27.01,1.33,72.92
2023,5,27,22,0.05,26.49,1.26,74.25
2023,5,27,23,0.07,25.62,1.57,77.28
2023,5,28,0,0.12,24.8,1.89,78.94
2023,5,28,1,0.12,24.03,2.17,80.58
2023,5,28,2,0.11,23.3,2.71,83.11
2023,5,28,3,0.23,22.52,3.27,87.14
2023,5,28,4,0.14,21.88,3.56,91.38
2023,5,28,5,0.13,21.56,3.84,93.6
2023,5,28,6,0.4,22.6,4.99,87.47
2023,5,28,7,1.08,24.75,5.77,73.74
2023,5,28,8,0.02,27.24,5.61,59.22
2023,5,28,9,0.02,29.38,5,49.28
2023,5,28,10,0.02,31.1,4.3,42.92
2023,5,28,11,0.02,32.44,3.71,38.74
2023,5,28,12,0.02,33.38,3.18,35.87
2023,5,28,13,0.02,33.85,2.7,34.2
2023,5,28,14,0.01,33.72,2.31,33.71
2023,5,28,15,0.01,33.2,2,34.07
2023,5,28,16,0,32.2,1.53,36.9
2023,5,28,17,0,31.32,0.91,41.78
2023,5,28,18,0,30.62,0.16,47.81
2023,5,28,19,0,29.68,0.87,50.98
2023,5,28,20,0,28.12,1.49,62.38
2023,5,28,21,0,26.99,1.88,66.74
2023,5,28,22,0,26.12,2.08,68.15
2023,5,28,23,0,25.3,2.19,69.54
2023,5,29,0,0,24.49,2.37,72.32
2023,5,29,1,0.02,23.79,2.53,76.2
2023,5,29,2,0.02,23.08,2.36,80.54
2023,5,29,3,0.02,22.46,2.25,83.42
2023,5,29,4,0.02,22.07,2.42,84.76
2023,5,29,5,0.02,22.02,2.81,84.64
2023,5,29,6,0.02,23.94,4.22,74.83
2023,5,29,7,0.02,27.42,4.31,57.11
2023,5,29,8,0.01,30.54,3.84,44.48
2023,5,29,9,0.01,32.46,3.14,39.38
2023,5,29,10,0.01,33.72,3,36.86
2023,5,29,11,0.02,34.47,3.19,35.33
2023,5,29,12,0.02,34.68,3.42,34.55
2023,5,29,13,0.02,34.48,3.57,34.51
2023,5,29,14,0.01,33.53,3.39,35.65
2023,5,29,15,0.01,32.86,3.02,35.8
2023,5,29,16,0,32.09,2.46,38.18
2023,5,29,17,0,30.48,1.8,50.45
2023,5,29,18,0,28.53,1.92,61.96
2023,5,29,19,0,27.74,1.9,64.61
2023,5,29,20,0,27.22,1.78,67.37
2023,5,29,21,0.01,26.63,1.8,69.54
2023,5,29,22,0.03,26.03,2.02,70.52
2023,5,29,23,0.05,25.45,2.39,71.89
2023,5,30,0,0.07,24.92,2.54,74.52
2023,5,30,1,0.06,24.43,2.68,77.31
2023,5,30,2,0.02,23.9,2.7,80.57
2023,5,30,3,0,23.22,2.44,84.86
2023,5,30,4,0.01,22.78,2.28,87.6
2023,5,30,5,0.01,22.64,2.32,88.56
2023,5,30,6,0.01,24.06,3.5,80.6
2023,5,30,7,0.01,26.79,3.96,64.87
2023,5,30,8,0.1,28.95,3.66,54.77
2023,5,30,9,0.18,30.55,3.16,48.17
2023,5,30,10,0.73,31.79,2.63,43.69
2023,5,30,11,2.13,32.55,2.13,41.06
2023,5,30,12,4.53,32.66,1.81,40.42
2023,5,30,13,7.02,32.08,1.76,41.73
2023,5,30,14,9.85,30.18,2.18,47.87
2023,5,30,15,14.23,28.16,2.87,56.8
2023,5,30,16,20.25,26.27,3.13,67.08
2023,5,30,17,25.5,24.67,3.01,77.21
2023,5,30,18,31.48,23.64,2.55,84.79
2023,5,30,19,34.36,23.2,1.97,88.89
2023,5,30,20,32.17,23.06,1.52,91
2023,5,30,21,28.91,23.03,1.55,92.15
2023,5,30,22,26.99,22.96,1.33,93.44
2023,5,30,23,28.6,22.87,0.83,94.85
2023,5,31,0,36.27,22.89,0.84,93.93
2023,5,31,1,53.68,22.63,0.64,95.95
2023,5,31,2,65.3,22.41,0.98,96.08
2023,5,31,3,64.52,22.17,1.19,96.45
2023,5,31,4,60.09,21.94,1.29,96.9
2023,5,31,5,46.76,21.87,1.5,96.98
2023,5,31,6,25.87,22.58,2.62,92.96
2023,5,31,7,14.21,24.23,2.63,83.49
2023,5,31,8,0.19,26.45,2.58,70.35
2023,5,31,9,0.07,28.44,2.15,58.7
2023,5,31,10,0.04,29.81,1.67,51.35
2023,5,31,11,0.03,30.92,1.27,46.57
2023,5,31,12,0.02,31.66,0.96,43.41
2023,5,31,13,0.01,31.86,0.81,41.44
2023,5,31,14,0.01,31.59,0.79,40.44
2023,5,31,15,0,31.11,0.77,41
2023,5,31,16,0,30.42,0.54,43.58
2023,5,31,17,0,29.39,0.39,50.46
2023,5,31,18,0,28.63,0.29,53.3
2023,5,31,19,0,27.96,0.5,55.63
2023,5,31,20,0,27.09,0.67,60.54
2023,5,31,21,0,26.37,0.77,62.79
2023,5,31,22,0,25.59,0.91,64.57
2023,5,31,23,0,24.68,1.17,69.95
2023,6,1,0,0,23.69,1.44,75.17
2023,6,1,1,0,22.83,1.64,79.55
2023,6,1,2,0,22.09,1.85,83.68
2023,6,1,3,0,21.53,2.02,86.48
2023,6,1,4,0,21.17,2.13,88.67
2023,6,1,5,0,21.13,2.34,90.15
2023,6,1,6,0,22.94,3.87,82.64
2023,6,1,7,0.01,25.88,3.81,68.56
2023,6,1,8,3.27,28.29,3.3,58.3
2023,6,1,9,5.23,29.89,3.04,52.98
2023,6,1,10,6.31,30.98,2.85,49.89
2023,6,1,11,9.66,31.4,2.72,48.52
2023,6,1,12,12.7,31.59,2.77,47.87
2023,6,1,13,16.18,31.42,2.95,48.02
2023,6,1,14,16.81,30.87,3.33,49.4
2023,6,1,15,14.35,30.09,3.72,51.48
2023,6,1,16,10.81,29.09,3.62,56
2023,6,1,17,9.78,27.46,2.61,68.78
2023,6,1,18,11.25,25.74,2.62,78.45
2023,6,1,19,9.98,25.02,3.11,79.68
2023,6,1,20,17.33,24.36,3.29,81.7
2023,6,1,21,26.32,23.64,3.21,84.75
2023,6,1,22,18.84,22.99,3.12,87.59
2023,6,1,23,10.77,22.37,3.12,89.91
2023,6,2,0,9.4,21.82,3.15,92.05
2023,6,2,1,10.68,21.43,3.33,93.21
2023,6,2,2,7.77,21.09,3.58,93.99
2023,6,2,3,4.17,20.83,4.15,93.58
2023,6,2,4,1.14,20.54,4.49,91.91
2023,6,2,5,0.24,20.47,4.56,86.13
2023,6,2,6,0.01,20.97,4.69,79.92
2023,6,2,7,0.03,21.88,4.37,71.49
2023,6,2,8,0,23.08,4.16,61.55
2023,6,2,9,0,24.64,4.08,53.61
2023,6,2,10,0,26.68,4.04,46.98
2023,6,2,11,0,28.7,3.82,42.5
2023,6,2,12,0,30.47,3.49,39.77
2023,6,2,13,0,31.95,3.24,37.8
2023,6,2,14,0,32.76,3.04,36.84
2023,6,2,15,0,32.73,2.93,36.73
2023,6,2,16,0,31.95,2.7,39.03
2023,6,2,17,0,30.07,1.82,51.47
2023,6,2,18,0,28.18,1.51,63.71
2023,6,2,19,0,27.4,1.69,65.52
2023,6,2,20,0,26.16,2.16,70.09
2023,6,2,21,0,25.18,2.6,71.86
2023,6,2,22,0,24.84,2.82,71.72
2023,6,2,23,0,24.39,3.3,72.85
2023,6,3,0,0,23.77,3.62,77.23
2023,6,3,1,0,23.21,3.82,83.28
2023,6,3,2,0,22.65,3.82,89.42
2023,6,3,3,0,22.17,3.69,94.17
2023,6,3,4,0,21.86,3.48,96.45
2023,6,3,5,0,21.87,3.67,96.02
2023,6,3,6,0,22.99,4.79,88.59
2023,6,3,7,0,25.24,5.54,74.18
2023,6,3,8,0,27.78,5.62,60.33
2023,6,3,9,0,29.97,5.57,50.83
2023,6,3,10,0,31.73,5.54,44.62
2023,6,3,11,0,33.07,5.46,40.59
2023,6,3,12,0,34.02,5.29,38.13
2023,6,3,13,0,34.52,5.05,36.49
2023,6,3,14,0,34.41,4.91,35.52
2023,6,3,15,0,33.79,4.54,35.17
2023,6,3,16,0,32.69,3.62,38.06
2023,6,3,17,0,30.83,2.09,51.01
2023,6,3,18,0,29.08,1.6,64.31
2023,6,3,19,0,29.07,1.26,61.91
2023,6,3,20,0,28.7,1.1,62.18
2023,6,3,21,0,27.53,1.44,67.52
2023,6,3,22,0,26.45,1.78,70.68
2023,6,3,23,0.01,25.66,2.03,70.88
2023,6,4,0,0.01,24.74,2.95,76.91
2023,6,4,1,0.01,23.93,3.36,81.43
2023,6,4,2,0.01,23.47,3.65,84.8
2023,6,4,3,0,23.18,4.18,87.88
2023,6,4,4,0,23,4.47,90.1
2023,6,4,5,0,22.75,4.42,92.05
2023,6,4,6,0,23.77,5.4,84.75
2023,6,4,7,0,26.09,5.71,69.37
2023,6,4,8,0.03,28.49,5.46,57.73
2023,6,4,9,0.04,30.53,5.13,50.6
2023,6,4,10,0.05,32.18,4.53,45.14
2023,6,4,11,0.05,33.36,3.79,40.89
2023,6,4,12,0.04,34.07,3.1,37.88
2023,6,4,13,0.04,34.03,2.69,36.85
2023,6,4,14,0.03,33.74,2.57,37.38
2023,6,4,15,0.01,32.99,2.56,39.09
2023,6,4,16,0.01,32.05,2.72,41.61
2023,6,4,17,0,30.53,2.24,50.11
2023,6,4,18,0,28.03,1.9,68.57
2023,6,4,19,0,27.01,2.03,72.21
2023,6,4,20,0,26.23,2.14,74.54
2023,6,4,21,0,25.48,2.28,76.44
2023,6,4,22,0,24.77,2.75,78.21
2023,6,4,23,0,24.08,3.74,80.8
2023,6,5,0,0,23.31,4.36,84.84
2023,6,5,1,0.01,22.81,4.8,87.61
2023,6,5,2,0.02,22.54,4.77,89.63
2023,6,5,3,0.02,22.34,4.43,91.43
2023,6,5,4,0.02,22.27,4.08,92.29
2023,6,5,5,0.01,22.26,3.73,92.58
2023,6,5,6,0.02,23.34,4.75,85.77
2023,6,5,7,0.05,25.32,5.29,74.2
2023,6,5,8,0,27.47,5.09,63.69
2023,6,5,9,0,29.01,4.79,56.97
2023,6,5,10,0,30.02,4.67,52.78
2023,6,5,11,0,30.82,4.54,49.31
2023,6,5,12,0,30.92,4.34,47.86
2023,6,5,13,0,30.69,3.97,47.82
2023,6,5,14,0,30.36,3.49,48.38
2023,6,5,15,0,29.93,2.88,49.64
2023,6,5,16,0,29.53,2.12,51.42
2023,6,5,17,0,28.87,1.15,56.49
2023,6,5,18,0,27.04,1.15,72.5
2023,6,5,19,0,25.83,2.36,73.12
2023,6,5,20,0,24.58,3.87,77.66
2023,6,5,21,0,23.79,4.14,84.19
2023,6,5,22,0,23.46,4.34,87.83
2023,6,5,23,0,23.31,4.81,89.37
2023,6,6,0,0,23.07,5.33,90.38
2023,6,6,1,0,22.79,5.46,90.93
2023,6,6,2,0,22.46,4.86,92.34
2023,6,6,3,0,22.2,4.41,93.27
2023,6,6,4,0,21.94,4.03,94.3
2023,6,6,5,0,21.87,3.98,94.38
2023,6,6,6,0,22.95,5.28,88.24
2023,6,6,7,0,25.21,6.66,75.48
2023,6,6,8,0.32,27.49,6.65,63.71
2023,6,6,9,0.51,29.54,6.05,55.2
2023,6,6,10,0.74,31.23,5.33,49.32
2023,6,6,11,1.03,32.19,4.49,46.13
2023,6,6,12,1.21,32.49,3.62,44.69
2023,6,6,13,1.48,32.75,2.86,43.27
2023,6,6,14,2.05,32.43,2.4,43.26
2023,6,6,15,2.27,31.85,2.29,44.14
2023,6,6,16,1.76,30.98,2.2,47.22
2023,6,6,17,1.37,29.67,1.82,56.35
2023,6,6,18,1.16,27.75,1.77,72.36
2023,6,6,19,1.55,27,2.11,72.8
2023,6,6,20,1.13,26.31,2.63,72.39
2023,6,6,21,0.91,25.57,3.69,73.56
2023,6,6,22,0.56,24.79,4.67,77.53
2023,6,6,23,0.33,23.95,4.98,82.6
2023,6,7,0,0.3,23.27,5.12,87.44
2023,6,7,1,0.54,22.76,5.26,91.14
2023,6,7,2,1.2,22.33,5.24,93.94
2023,6,7,3,2.68,22.09,5,95.05
2023,6,7,4,3.99,21.91,4.52,95.53
2023,6,7,5,5.41,21.85,4.56,94.78
2023,6,7,6,10.03,22.65,5.56,90.01
2023,6,7,7,11.88,24.56,6.17,79.09
2023,6,7,8,0.53,26.87,6.08,67.05
2023,6,7,9,0.39,29,5.61,57.05
2023,6,7,10,0.29,30.76,4.98,49.48
2023,6,7,11,0.27,32.07,4.34,44.62
2023,6,7,12,0.27,32.78,3.78,42.3
2023,6,7,13,0.3,32.69,3.27,42.18
2023,6,7,14,0.34,32.1,3.09,43.52
2023,6,7,15,0.35,31.45,3.2,45.34
2023,6,7,16,0.24,30.51,3.33,48.83
2023,6,7,17,0.13,28.9,2.57,58.81
2023,6,7,18,0.09,27.17,2.45,69.17
2023,6,7,19,0.08,26.36,3.34,71.31
2023,6,7,20,0.09,25.52,4.27,74.9
2023,6,7,21,0.09,24.74,4.84,78.63
2023,6,7,22,0.08,24.04,5.68,81.3
2023,6,7,23,0.26,23.39,6.09,83.63
2023,6,8,0,0.67,22.88,6.25,85.81
2023,6,8,1,1.01,22.54,6,87.03
2023,6,8,2,1.05,22.29,5.8,87.69
2023,6,8,3,0.83,21.87,4.96,90.29
2023,6,8,4,0.53,21.68,4.64,91.15
2023,6,8,5,0.35,21.79,4.32,90.65
2023,6,8,6,0.27,22.93,4.71,85.78
2023,6,8,7,0.52,24.43,5.13,78.37
2023,6,8,8,0.62,25.83,5.07,70.48
